Student_ID,Age,Grade_Level,Prior_CT_Experience,Tool_Used,Abstraction_Score,Algorithmic_Thinking_Score,Decomposition_Score,Pattern_Recognition_Score,Debugging_Score,Creative_Expression_Score,Tool_Session_Count,Time_Spent_Per_Session,Tasks_Completed,Tool_Features_Used,Lines_of_Code,Pre_Test_Score,Post_Test_Score,Improvement_Score,Critical_Thinking_Score,Collaboration_Score,Engagement_Level,Motivation_Score,Error_Rate,Feedback_Received,Skill_Improvement_Category,CT_Mastery_Level,Tool_Effectiveness
S05134,32,High,Beginner,Blockly,5,4,4,4,3,4,8,42,18,2,498,67,88,21,5,4,3,3,4,1,1,Developing,High
S05135,32,High,Intermediate,Micro:bit,3,2,1,5,1,5,8,28,20,3,405,60,84,24,4,3,4,5,2,1,2,Developing,Medium
S05136,32,High,None,Scratch,5,2,2,5,4,3,3,53,17,4,270,53,65,12,4,3,5,4,2,4,1,Proficient,High
S05137,25,Middle,Intermediate,Python,4,2,5,5,5,5,7,34,10,4,134,52,73,21,5,4,4,4,6,1,1,Developing,Medium
S05138,24,High,Intermediate,Blockly,2,4,4,4,4,4,6,30,14,2,371,69,80,11,4,3,5,5,2,4,2,Developing,High
S05139,35,Middle,Intermediate,Blockly,3,2,1,3,5,4,6,27,16,5,211,47,71,24,2,4,5,4,3,1,2,Developing,Medium
S05140,28,High,Intermediate,Micro:bit,3,2,5,5,2,5,7,26,17,5,442,64,76,12,4,3,4,4,6,1,1,Developing,Medium
S05141,14,Middle,Beginner,Blockly,3,3,2,5,4,3,4,30,6,5,396,62,77,15,2,3,5,2,3,3,2,Proficient,High
S05142,26,High,Intermediate,Scratch,4,3,5,3,1,4,10,54,10,4,120,45,56,11,2,3,3,3,4,3,1,Expert,Low
S05143,35,High,Intermediate,Blockly,5,2,3,2,4,4,6,48,8,3,200,41,66,25,3,4,5,2,3,1,1,Expert,High
S05144,23,High,Intermediate,Python,5,4,2,5,4,5,7,58,14,4,467,63,88,25,5,3,3,4,4,3,2,Beginner,Medium
S05145,17,High,Beginner,Python,2,2,5,3,2,4,4,45,6,5,410,55,79,24,3,4,4,2,6,2,1,Beginner,Medium
S05146,12,High,None,Micro:bit,3,2,5,2,2,4,10,57,19,5,376,69,80,11,3,4,4,2,2,2,1,Developing,Low
S05147,34,High,Beginner,Blockly,5,4,5,5,1,4,3,25,15,2,318,63,79,16,3,3,4,3,4,2,1,Proficient,High
S05148,21,High,Intermediate,Python,2,4,1,2,3,4,10,57,18,5,143,42,56,14,4,3,5,4,3,1,2,Developing,Medium
S05149,26,Middle,None,Blockly,4,4,1,4,2,5,3,54,14,2,281,67,83,16,5,3,4,5,5,4,2,Developing,Medium
S05150,13,Middle,None,Blockly,4,4,4,4,2,3,3,49,15,3,374,70,89,19,3,4,3,2,2,3,1,Expert,Medium
S05151,30,High,None,Scratch,4,4,3,5,5,5,10,50,17,2,344,45,65,20,4,5,5,3,5,3,1,Beginner,Low
S05152,31,High,None,Scratch,2,3,2,3,2,3,7,25,16,5,233,57,71,14,3,4,5,3,4,3,2,Beginner,Low
S05153,13,Middle,Intermediate,Micro:bit,2,5,2,2,1,4,5,43,20,5,400,70,86,16,2,4,5,4,5,3,1,Developing,Medium
S05154,26,Middle,Beginner,Blockly,2,3,2,3,4,3,7,44,12,4,368,51,75,24,2,3,4,4,3,3,2,Expert,High
S05155,12,Middle,None,Python,2,4,3,2,1,5,10,56,5,3,211,65,82,17,5,4,4,4,6,3,1,Beginner,High
S05156,16,High,Intermediate,Blockly,5,3,3,2,1,4,4,29,5,4,99,68,82,14,5,4,3,5,3,1,1,Beginner,Medium
S05157,18,Middle,Intermediate,Blockly,5,2,5,2,4,3,9,59,11,4,160,70,91,21,5,4,4,4,6,3,1,Beginner,High
S05158,32,Middle,Intermediate,Scratch,3,4,5,3,4,3,7,33,6,5,368,46,56,10,3,3,5,2,6,2,2,Proficient,Low
S05159,23,High,Intermediate,Micro:bit,4,2,5,5,3,4,3,50,19,5,361,46,66,20,4,4,5,5,6,1,2,Beginner,Medium
S05160,14,High,None,Blockly,4,4,5,5,2,3,6,34,18,2,397,46,62,16,2,5,4,3,3,2,1,Developing,Low
S05161,16,Middle,Intermediate,Scratch,3,4,5,4,1,4,9,35,6,5,139,54,72,18,3,3,5,3,4,1,1,Beginner,Medium
S05162,15,High,None,Python,2,3,1,2,2,4,5,55,10,4,348,69,85,16,5,4,4,5,4,3,1,Beginner,Low
S05163,24,Middle,None,Blockly,2,4,3,3,1,5,4,59,6,5,323,42,65,23,2,3,5,2,2,3,1,Proficient,Medium
S05164,14,Middle,Beginner,Python,2,4,4,2,5,3,5,57,16,3,131,46,62,16,2,5,5,5,6,3,2,Proficient,Low
S05165,20,High,None,Python,4,4,3,5,5,3,8,55,17,4,177,47,65,18,3,5,5,4,6,2,2,Developing,High
S05166,28,High,None,Python,3,5,1,5,1,5,9,55,9,2,201,69,79,10,3,3,5,3,4,1,1,Beginner,High
S05167,29,High,Intermediate,Blockly,2,2,3,4,1,3,7,53,19,5,419,51,75,24,3,5,4,2,6,4,2,Expert,Medium
S05168,26,Middle,Beginner,Python,3,2,4,4,5,3,4,53,19,2,331,50,63,13,4,5,5,3,3,1,2,Expert,High
S05169,18,High,None,Scratch,2,2,1,3,4,3,10,58,8,5,467,62,76,14,3,5,3,5,3,4,1,Beginner,High
S05170,34,Middle,None,Blockly,5,3,2,4,1,5,5,48,10,2,283,47,65,18,3,4,4,4,2,4,1,Beginner,High
S05171,29,Middle,None,Python,2,2,3,2,3,3,10,27,20,5,402,52,74,22,2,3,3,4,6,3,2,Proficient,Medium
S05172,12,High,Intermediate,Python,2,2,4,4,1,4,4,58,13,5,324,42,58,16,3,5,3,5,2,1,1,Developing,Medium
S05173,35,Middle,None,Micro:bit,4,4,5,2,1,5,6,52,17,4,82,70,80,10,5,3,3,5,2,4,2,Proficient,High
S05174,14,High,Intermediate,Python,2,3,4,4,3,3,4,35,7,4,380,43,54,11,5,4,3,4,5,3,1,Developing,Medium
S05175,31,High,None,Scratch,3,4,2,4,3,4,5,29,19,2,418,41,51,10,4,4,4,4,5,1,2,Beginner,Medium
S05176,29,Middle,None,Python,3,2,1,2,5,5,6,56,16,4,440,51,71,20,5,5,5,4,4,2,1,Proficient,High
S05177,18,Middle,None,Micro:bit,4,2,2,3,2,4,9,30,6,5,322,45,61,16,2,4,5,5,3,1,2,Proficient,High
S05178,28,Middle,Intermediate,Blockly,4,5,4,3,2,3,6,29,12,5,421,59,73,14,5,4,5,3,4,4,2,Developing,Medium
S05179,21,High,Intermediate,Scratch,3,3,4,3,5,3,9,56,14,4,337,45,70,25,4,5,3,2,5,4,2,Developing,High
S05180,21,Middle,None,Scratch,2,4,1,4,4,3,9,29,7,5,482,62,84,22,4,3,4,3,2,2,2,Expert,High
S05181,23,High,Beginner,Python,5,5,3,4,5,5,4,58,15,5,238,70,87,17,2,3,3,2,5,3,1,Developing,Low
S05182,19,High,None,Python,4,2,4,5,2,3,10,37,13,3,174,58,77,19,3,4,4,5,4,4,2,Beginner,High
S05183,20,High,Beginner,Blockly,4,4,3,4,3,4,8,52,18,2,170,65,77,12,5,5,5,4,4,3,2,Expert,Low
S05184,32,Middle,Beginner,Blockly,4,3,3,4,1,4,3,54,18,4,89,67,78,11,2,5,3,5,2,3,1,Developing,Medium
S05185,19,Middle,Intermediate,Blockly,5,5,2,2,5,5,6,47,12,5,201,59,79,20,5,4,4,5,6,3,2,Beginner,Medium
S05186,35,Middle,None,Scratch,3,2,1,3,1,4,6,42,8,4,401,58,83,25,2,5,5,2,4,3,1,Expert,Medium
S05187,29,Middle,Intermediate,Blockly,2,2,4,4,1,3,4,37,7,2,129,68,92,24,3,3,3,4,2,4,2,Developing,Medium
S05188,23,Middle,None,Python,5,2,2,3,5,3,4,52,8,5,213,41,63,22,4,4,4,3,2,2,1,Proficient,Medium
S05189,27,Middle,Intermediate,Python,5,3,2,4,3,4,10,51,10,4,140,42,62,20,4,5,3,5,6,4,1,Beginner,Low
S05190,31,Middle,Beginner,Blockly,5,5,2,5,2,4,8,48,8,5,434,58,77,19,4,3,4,5,4,1,2,Developing,Low
S05191,12,High,Beginner,Blockly,3,4,3,3,2,4,10,42,20,3,149,49,64,15,4,4,4,3,3,2,2,Beginner,Medium
S05192,24,Middle,None,Python,5,2,3,5,1,5,3,36,15,2,327,62,80,18,5,4,4,2,6,4,2,Proficient,High
S05193,15,High,Intermediate,Python,4,5,2,2,4,4,7,28,16,4,186,46,57,11,5,4,5,2,5,4,2,Beginner,Medium
S05194,32,High,Intermediate,Scratch,5,2,1,4,3,5,6,31,9,2,351,59,71,12,4,3,3,2,5,4,2,Beginner,Low
S05195,12,High,Intermediate,Blockly,4,5,3,3,5,4,3,47,16,4,468,70,82,12,2,4,4,5,3,3,2,Developing,High
S05196,23,High,Intermediate,Micro:bit,2,2,3,3,3,4,7,56,9,5,328,48,62,14,3,5,4,4,5,3,1,Expert,Low
S05197,25,Middle,Beginner,Blockly,5,3,1,3,4,4,10,56,15,2,185,64,77,13,2,5,3,3,5,4,2,Proficient,Low
S05198,17,High,Beginner,Blockly,5,5,1,3,4,4,4,52,17,2,357,50,61,11,4,4,5,3,2,4,2,Proficient,Low
S05199,25,Middle,Beginner,Blockly,2,3,4,5,5,4,8,50,7,5,324,62,83,21,5,5,4,5,5,3,1,Developing,Medium
S05200,28,High,None,Scratch,3,5,4,5,3,5,3,31,16,2,175,58,75,17,5,3,3,3,2,3,1,Developing,Low
S05201,28,High,Beginner,Micro:bit,4,2,4,5,1,4,9,29,16,2,497,51,66,15,4,3,5,3,6,1,1,Developing,Medium
S05202,25,Middle,Beginner,Blockly,5,2,2,4,2,5,6,26,15,3,399,59,76,17,3,4,4,3,6,1,1,Expert,High
S05203,13,High,None,Scratch,3,3,2,4,3,4,5,55,11,3,285,56,75,19,2,4,4,3,4,2,1,Proficient,Medium
S05204,14,High,None,Python,3,2,5,3,1,3,3,50,17,3,303,58,82,24,4,3,4,2,4,2,1,Developing,High
S05205,22,High,Beginner,Blockly,5,5,3,5,1,5,3,33,8,3,188,50,63,13,4,5,3,3,6,3,2,Proficient,Low
S05206,21,High,Intermediate,Blockly,5,3,5,5,3,4,9,48,7,4,280,60,76,16,4,4,5,3,2,1,1,Beginner,Low
S05207,33,High,Intermediate,Scratch,2,4,3,5,1,3,10,47,14,3,445,57,70,13,4,5,5,3,4,4,2,Beginner,High
S05208,28,High,Intermediate,Micro:bit,2,5,5,4,5,5,7,47,12,2,227,61,78,17,5,5,4,2,2,2,2,Expert,High
S05209,25,High,Beginner,Python,2,3,5,3,5,3,7,49,13,5,111,51,67,16,5,3,3,3,6,4,2,Developing,Medium
S05210,15,High,Intermediate,Micro:bit,5,3,5,5,5,5,6,51,12,2,313,62,73,11,4,5,5,4,6,3,2,Beginner,High
S05211,21,High,None,Blockly,5,3,3,5,3,5,3,41,9,3,408,70,89,19,4,3,3,5,3,3,1,Developing,Medium
S05212,20,Middle,None,Micro:bit,4,5,1,2,2,3,6,25,5,5,281,56,76,20,2,3,4,3,2,1,2,Proficient,Low
S05213,24,Middle,Beginner,Scratch,3,4,5,2,2,3,9,41,20,3,248,53,64,11,2,4,3,2,4,3,2,Developing,Medium
S05214,28,High,None,Scratch,2,5,1,3,3,5,5,36,17,3,234,59,81,22,4,5,4,4,5,4,1,Developing,Low
S05215,23,High,Intermediate,Python,5,4,5,2,3,3,6,42,18,3,163,68,87,19,2,5,3,4,5,4,1,Developing,Medium
S05216,28,High,Beginner,Micro:bit,4,3,5,5,2,3,4,56,8,2,167,63,87,24,5,4,5,2,4,2,1,Expert,Low
S05217,26,Middle,Intermediate,Blockly,3,4,2,2,1,4,8,29,6,4,145,67,92,25,2,5,3,3,6,1,1,Proficient,High
S05218,25,Middle,Beginner,Scratch,4,3,2,2,5,5,4,52,5,5,219,61,77,16,3,5,4,4,6,3,1,Expert,Medium
S05219,25,Middle,Intermediate,Python,4,2,5,4,3,4,5,45,12,5,266,50,60,10,3,3,4,3,2,1,1,Developing,Low
S05220,19,Middle,Intermediate,Python,4,3,3,4,1,3,10,26,19,5,277,61,77,16,5,4,4,3,3,3,2,Developing,High
S05221,16,High,Intermediate,Blockly,4,5,2,2,5,4,10,60,17,5,294,45,69,24,3,5,5,2,3,4,2,Expert,Medium
S05222,34,High,Beginner,Micro:bit,5,5,4,3,4,5,8,60,14,4,222,51,71,20,5,5,5,4,2,2,1,Beginner,High
S05223,24,High,None,Micro:bit,4,3,1,2,5,3,3,42,19,5,477,40,57,17,5,5,3,5,5,1,1,Developing,Medium
S05224,24,High,Beginner,Python,2,2,2,5,2,5,5,55,6,5,274,66,77,11,3,3,5,3,2,3,1,Expert,High
S05225,14,Middle,Intermediate,Python,3,4,4,3,1,5,8,30,18,5,381,66,80,14,4,5,4,3,4,4,1,Developing,Medium
S05226,33,Middle,Beginner,Micro:bit,3,5,4,5,1,4,5,30,20,3,444,64,89,25,5,5,5,2,6,4,1,Expert,Low
S05227,27,Middle,Beginner,Micro:bit,5,5,5,4,1,5,7,25,13,5,294,62,85,23,4,5,5,4,3,2,2,Beginner,Low
S05228,35,High,None,Scratch,4,5,2,3,4,4,5,46,12,5,96,45,66,21,4,3,5,4,2,3,2,Beginner,Medium
S05229,33,Middle,Beginner,Scratch,2,3,2,4,3,4,10,25,15,5,289,44,60,16,5,4,5,5,5,4,1,Developing,Low
S05230,28,High,None,Micro:bit,5,3,4,2,2,5,5,33,17,4,250,59,80,21,4,4,4,4,5,1,1,Beginner,Medium
S05231,18,Middle,None,Blockly,2,5,2,5,1,5,7,59,12,2,369,55,71,16,4,3,3,3,3,1,2,Expert,Medium
S05232,21,Middle,None,Micro:bit,3,3,3,4,1,5,5,33,14,2,205,44,60,16,5,5,3,4,4,2,1,Beginner,Medium
S05233,16,Middle,None,Python,3,5,1,4,1,5,5,56,5,2,163,40,51,11,4,4,3,2,2,3,2,Beginner,High
S05234,23,Middle,None,Python,3,4,4,3,5,4,9,26,17,4,229,65,84,19,2,5,5,4,5,1,2,Developing,Medium
S05235,34,High,None,Micro:bit,4,3,2,4,5,4,7,44,16,4,414,66,84,18,3,3,5,2,4,2,2,Developing,Low
S05236,18,Middle,Beginner,Python,2,5,3,4,5,5,5,52,19,4,403,63,76,13,4,3,5,2,6,1,1,Beginner,High
S05237,18,High,Beginner,Blockly,3,3,5,5,1,4,8,26,6,3,354,55,72,17,4,3,3,3,5,2,1,Developing,Medium
S05238,23,High,Intermediate,Micro:bit,3,5,1,3,4,4,6,56,10,3,173,64,88,24,2,3,4,3,4,4,1,Beginner,High
S05239,29,Middle,Beginner,Blockly,4,2,1,2,5,5,3,31,11,3,294,69,79,10,5,5,4,5,2,1,1,Proficient,Low
S05240,20,Middle,Beginner,Scratch,5,2,2,2,2,3,3,50,19,3,110,68,80,12,4,5,4,5,2,2,1,Beginner,High
S05241,17,Middle,None,Python,4,4,5,4,1,4,4,38,19,5,339,59,74,15,2,3,3,4,6,2,2,Proficient,Low
S05242,30,High,None,Scratch,5,3,2,3,4,5,6,53,10,2,166,57,72,15,5,3,5,3,6,4,2,Proficient,Medium
S05243,16,Middle,Intermediate,Blockly,5,4,3,2,4,4,8,59,16,2,239,68,84,16,4,5,3,4,5,2,2,Developing,Low
S05244,15,Middle,Intermediate,Python,3,4,4,2,3,4,5,59,10,2,132,43,65,22,3,3,4,5,2,2,2,Beginner,Low
S05245,18,High,None,Blockly,2,5,3,4,5,5,8,33,5,5,246,63,74,11,2,3,4,2,5,3,1,Developing,Medium
S05246,20,Middle,Intermediate,Scratch,3,4,4,2,5,4,4,51,20,4,384,54,78,24,5,4,3,4,6,2,1,Developing,High
S05247,12,Middle,Intermediate,Micro:bit,5,2,2,4,1,5,9,59,15,5,109,64,74,10,5,4,3,3,3,2,1,Developing,Medium
S05248,33,Middle,Intermediate,Blockly,3,4,2,2,1,5,10,51,6,4,228,57,80,23,5,5,4,5,2,4,1,Expert,High
S05249,33,High,Beginner,Python,4,3,5,5,4,5,10,50,6,3,137,66,83,17,4,5,3,2,2,3,1,Beginner,High
S05250,12,Middle,None,Scratch,4,5,4,5,1,5,10,38,19,4,314,50,60,10,3,4,5,3,3,2,2,Developing,Medium
S05251,33,Middle,Beginner,Scratch,2,4,1,3,3,4,4,55,7,4,121,64,88,24,5,5,3,3,5,2,2,Expert,Low
S05252,30,Middle,Intermediate,Python,2,2,1,3,3,4,10,33,11,2,122,60,81,21,2,3,4,3,5,4,1,Expert,Medium
S05253,17,High,None,Blockly,2,4,5,2,5,3,5,60,13,4,162,68,87,19,5,5,4,3,5,4,2,Expert,Medium
S05254,19,High,Beginner,Micro:bit,2,2,2,2,4,4,3,33,15,4,214,59,71,12,4,5,4,3,6,2,2,Proficient,Medium
S05255,34,Middle,Beginner,Micro:bit,2,2,4,3,3,5,6,40,20,5,318,56,80,24,4,4,4,5,5,2,1,Developing,Low
S05256,35,High,None,Python,4,4,3,3,1,4,5,47,8,2,149,50,67,17,3,5,3,2,4,2,2,Beginner,Low
S05257,21,High,Beginner,Micro:bit,5,5,3,2,2,5,6,60,11,5,90,57,75,18,5,4,3,5,6,1,1,Developing,High
S05258,33,High,None,Scratch,5,3,4,5,3,4,6,29,16,3,283,49,63,14,3,5,5,3,2,3,2,Beginner,Low
S05259,16,High,None,Python,3,2,5,5,3,4,4,39,5,3,110,49,71,22,4,4,4,2,6,2,1,Beginner,High
S05260,23,High,Intermediate,Micro:bit,3,5,2,5,5,5,7,56,13,4,89,59,70,11,5,3,4,4,4,1,1,Expert,Low
S05261,22,Middle,Intermediate,Scratch,4,5,5,5,4,4,3,36,5,5,153,43,67,24,5,5,3,2,2,2,1,Beginner,High
S05262,35,Middle,Intermediate,Python,2,3,1,3,5,4,7,44,11,3,373,57,80,23,3,4,4,4,4,1,2,Expert,Low
S05263,15,Middle,Intermediate,Scratch,5,2,5,4,2,5,7,37,12,4,420,70,84,14,4,3,5,2,2,1,2,Proficient,Medium
S05264,35,High,None,Micro:bit,3,3,1,2,3,3,8,37,8,3,412,41,64,23,3,3,5,2,6,1,1,Beginner,Medium
S05265,30,Middle,None,Scratch,4,3,1,3,3,4,4,26,16,5,293,50,64,14,3,3,4,3,2,3,1,Expert,Medium
S05266,25,High,Intermediate,Scratch,4,3,4,4,4,3,6,49,20,4,387,67,77,10,5,4,3,2,4,4,1,Proficient,Low
S05267,17,High,None,Python,4,5,2,4,5,3,10,46,9,3,374,44,56,12,5,4,4,4,6,4,1,Developing,Low
S05268,19,Middle,Beginner,Micro:bit,3,2,3,4,2,5,7,41,15,4,448,61,82,21,4,5,3,4,5,3,2,Beginner,Low
S05269,18,Middle,None,Python,3,3,4,5,1,3,5,52,10,3,442,45,64,19,4,4,4,5,5,1,1,Proficient,High
S05270,21,High,Beginner,Python,2,2,1,4,2,5,6,42,10,5,137,45,55,10,4,5,5,2,3,2,1,Proficient,High
S05271,19,High,None,Scratch,4,3,3,5,5,4,4,41,11,3,169,62,78,16,4,3,4,5,4,2,1,Developing,Low
S05272,12,High,Intermediate,Micro:bit,2,2,1,4,4,5,4,37,13,4,434,48,66,18,2,5,3,5,2,3,2,Proficient,Low
S05273,26,Middle,Beginner,Micro:bit,2,5,4,3,1,5,5,60,15,4,494,65,83,18,4,4,3,4,4,3,2,Developing,Medium
S05274,35,High,Beginner,Python,2,2,4,2,1,3,10,46,8,5,270,44,54,10,3,5,5,3,3,4,1,Developing,Low
S05275,35,High,Beginner,Scratch,4,3,3,4,3,3,7,55,14,2,346,44,64,20,4,4,5,5,6,1,1,Proficient,High
S05276,27,High,Beginner,Scratch,3,3,4,3,4,3,7,43,6,5,206,40,58,18,2,4,5,3,6,1,1,Proficient,Low
S05277,14,High,None,Python,4,5,1,3,4,3,10,32,13,5,425,49,72,23,4,5,4,5,3,1,1,Proficient,Medium
S05278,16,High,Beginner,Python,5,5,2,3,2,5,3,50,5,5,217,67,77,10,4,4,5,4,6,2,2,Expert,High
S05279,35,Middle,Intermediate,Scratch,3,5,4,3,3,4,4,50,9,2,498,60,84,24,3,4,5,3,4,2,1,Developing,Low
S05280,28,High,Intermediate,Micro:bit,2,4,1,4,1,3,8,25,14,2,283,42,58,16,2,5,3,2,3,1,1,Proficient,High
S05281,22,Middle,Beginner,Scratch,5,5,2,5,3,5,3,51,7,3,378,40,62,22,4,5,5,5,6,4,1,Expert,Low
S05282,19,Middle,Intermediate,Python,3,4,2,5,4,3,4,47,19,5,273,52,72,20,5,4,5,4,6,4,1,Proficient,High
S05283,19,Middle,None,Scratch,5,3,4,3,3,4,9,49,5,4,164,69,92,23,4,5,5,4,4,1,1,Expert,Low
S05284,21,Middle,Beginner,Micro:bit,4,2,4,5,5,3,7,25,18,5,323,43,64,21,5,4,5,4,5,1,1,Expert,Low
S05285,17,Middle,Intermediate,Blockly,3,4,3,3,4,5,4,28,7,5,375,67,88,21,3,4,5,5,4,1,2,Developing,Medium
S05286,20,High,Intermediate,Micro:bit,5,4,4,2,3,5,8,35,6,3,388,50,61,11,2,5,5,4,6,1,2,Expert,Low
S05287,23,High,Beginner,Scratch,2,5,3,5,3,3,9,52,17,5,335,69,89,20,5,3,5,2,3,3,2,Developing,Low
S05288,17,Middle,None,Micro:bit,2,3,5,2,3,3,10,59,16,2,397,48,72,24,3,5,5,5,5,2,1,Proficient,Low
S05289,19,High,Beginner,Blockly,3,2,4,5,1,3,5,56,16,4,149,67,92,25,5,4,4,4,4,3,2,Proficient,Low
S05290,35,Middle,Intermediate,Scratch,3,3,4,5,2,4,10,32,9,5,131,47,67,20,5,3,5,5,4,4,2,Expert,High
S05291,30,High,Intermediate,Blockly,4,3,3,2,5,5,7,34,15,5,151,42,52,10,4,4,4,4,6,1,2,Expert,High
S05292,16,High,Beginner,Blockly,2,5,3,4,4,5,5,60,14,3,187,43,63,20,5,5,3,3,6,4,2,Developing,High
S05293,15,High,Intermediate,Python,4,2,1,5,2,3,8,60,20,2,413,61,83,22,4,3,3,5,4,4,1,Developing,High
S05294,29,Middle,Intermediate,Scratch,2,2,5,3,1,3,5,55,18,3,244,49,68,19,4,3,5,3,5,2,2,Expert,Low
S05295,13,Middle,Intermediate,Blockly,2,2,3,5,1,3,9,27,9,5,242,57,70,13,3,3,3,4,4,2,1,Beginner,Medium
S05296,23,High,None,Scratch,4,2,5,2,3,5,9,39,19,2,210,45,56,11,3,3,5,3,6,2,2,Expert,Low
S05297,17,High,None,Micro:bit,2,5,2,4,4,4,7,34,12,4,294,70,80,10,2,3,5,5,6,2,2,Developing,Low
S05298,21,High,Beginner,Scratch,4,4,1,3,3,5,8,31,20,4,429,47,71,24,3,4,4,2,3,1,2,Beginner,Medium
S05299,35,Middle,None,Scratch,2,4,4,3,4,4,6,46,18,2,84,54,67,13,4,3,3,4,4,4,1,Expert,Low
S05300,33,Middle,None,Python,2,4,3,5,3,3,9,44,5,4,133,43,55,12,3,4,5,2,2,3,1,Expert,High
S05301,31,Middle,Intermediate,Blockly,4,5,5,4,2,4,5,38,5,5,262,51,72,21,5,3,3,4,6,1,2,Developing,Low
S05302,20,High,Beginner,Scratch,3,4,1,2,5,3,7,28,14,5,469,56,75,19,2,4,4,4,4,3,1,Beginner,Low
S05303,28,High,Beginner,Blockly,3,4,1,2,4,5,3,30,16,2,264,67,82,15,4,4,5,4,4,1,2,Expert,High
S05304,17,Middle,Intermediate,Scratch,2,4,5,4,4,3,8,31,10,3,92,49,63,14,5,4,5,2,6,3,2,Expert,High
S05305,33,Middle,None,Python,4,2,2,3,5,4,5,28,5,5,347,42,62,20,3,5,5,4,2,3,2,Developing,High
S05306,21,High,Beginner,Python,2,3,2,4,2,4,4,29,18,3,175,55,74,19,5,4,3,4,2,3,2,Expert,Low
S05307,19,Middle,None,Blockly,3,3,1,2,3,3,10,43,13,4,193,43,60,17,5,3,4,5,3,4,1,Beginner,High
S05308,15,High,None,Blockly,5,4,3,5,2,4,9,37,8,2,286,47,65,18,4,4,3,4,5,1,2,Proficient,Low
S05309,13,Middle,None,Python,4,2,1,2,2,5,5,47,14,2,307,46,62,16,2,3,5,2,5,2,2,Beginner,Medium
S05310,19,Middle,None,Blockly,5,5,1,5,4,4,3,58,19,4,276,51,69,18,5,3,5,2,3,3,1,Developing,Medium
S05311,20,Middle,Intermediate,Micro:bit,2,4,4,3,3,3,10,47,10,4,276,69,81,12,4,5,3,2,6,4,1,Developing,Medium
S05312,13,High,None,Blockly,3,2,4,3,3,3,8,27,20,4,121,46,58,12,5,4,4,3,6,4,2,Proficient,Low
S05313,12,Middle,Beginner,Python,4,4,2,2,5,5,3,60,5,4,381,61,84,23,5,4,3,5,4,2,1,Beginner,Medium
S05314,19,High,None,Scratch,2,2,2,4,3,5,4,39,19,5,99,58,68,10,2,4,5,4,4,4,2,Developing,Medium
S05315,26,Middle,None,Micro:bit,4,3,2,2,5,5,6,35,19,2,496,64,80,16,4,4,4,4,6,3,2,Beginner,Medium
S05316,33,Middle,Beginner,Micro:bit,3,5,2,2,5,4,6,55,8,4,290,66,83,17,4,3,3,4,5,3,1,Beginner,High
S05317,28,High,Intermediate,Python,3,5,1,2,3,3,4,57,12,2,294,63,81,18,3,4,4,5,4,2,1,Expert,Low
S05318,31,Middle,None,Blockly,3,5,1,5,4,4,7,35,7,2,201,49,62,13,4,5,5,4,6,4,2,Beginner,Low
S05319,29,High,Beginner,Scratch,5,2,5,4,4,5,9,56,15,3,418,52,73,21,3,5,5,3,6,3,2,Beginner,High
S05320,29,Middle,None,Python,3,2,1,3,2,4,3,25,19,3,474,43,54,11,3,3,4,2,3,4,2,Expert,Medium
S05321,24,High,Beginner,Scratch,2,2,3,2,3,3,5,29,7,4,436,46,59,13,2,5,4,2,4,3,1,Beginner,Low
S05322,32,Middle,Intermediate,Python,2,2,1,3,3,5,4,29,13,3,144,53,76,23,5,3,5,4,2,2,2,Developing,Medium
S05323,35,Middle,Beginner,Python,4,5,1,4,4,5,7,50,18,4,283,65,83,18,4,4,3,2,4,3,1,Expert,Low
S05324,19,High,None,Blockly,4,2,3,4,4,5,6,29,15,2,484,55,72,17,2,3,3,4,5,1,1,Developing,Medium
S05325,19,High,Intermediate,Micro:bit,4,4,2,2,4,4,9,39,15,5,447,63,76,13,2,4,4,3,3,3,1,Expert,Medium
S05326,31,High,Beginner,Blockly,4,3,1,2,4,4,6,41,15,4,414,42,63,21,5,3,5,3,5,2,2,Proficient,Low
S05327,19,Middle,Intermediate,Scratch,2,4,5,3,1,5,3,35,13,2,401,63,83,20,2,4,4,2,6,2,1,Expert,Medium
S05328,26,High,Intermediate,Python,4,2,1,4,1,4,6,59,15,5,271,62,87,25,4,5,4,4,6,2,2,Expert,High
S05329,25,Middle,Intermediate,Scratch,2,4,1,2,3,4,8,53,17,5,326,44,68,24,2,5,5,2,4,3,1,Developing,High
S05330,13,Middle,None,Python,4,2,2,5,1,5,10,49,8,4,129,64,83,19,5,5,4,4,2,4,2,Proficient,High
S05331,24,Middle,None,Scratch,3,5,3,3,4,5,5,25,13,5,181,44,66,22,3,3,4,5,3,1,2,Developing,Medium
S05332,22,Middle,Beginner,Blockly,4,2,3,3,4,4,5,38,12,3,311,60,77,17,2,5,5,3,3,2,1,Beginner,High
S05333,17,High,Beginner,Scratch,5,2,1,3,5,5,8,42,16,4,342,46,66,20,4,3,5,3,5,4,2,Beginner,High
S05334,29,Middle,None,Blockly,3,2,3,2,1,4,5,29,11,5,415,40,59,19,4,5,5,3,4,1,2,Developing,High
S05335,32,Middle,Intermediate,Scratch,2,3,5,4,4,5,7,40,17,3,135,69,86,17,4,4,4,4,5,4,2,Beginner,Medium
S05336,18,Middle,Beginner,Python,4,5,1,2,5,3,5,35,10,3,416,57,71,14,3,4,4,2,5,4,1,Expert,Medium
